# t [yrs], x [au], y [au], vx [au/yrs], vy [au/yrs]
6.700000000000000400e-01,8.690966231157326582e-01,-5.111381450201658572e-01,3.080701446243164998e+00,5.416709188566625421e+00
6.800000000000000488e-01,8.982091527051827562e-01,-4.560209483609340420e-01,2.739777974875566180e+00,5.603273487311099643e+00
6.900000000000000577e-01,9.238536885506842822e-01,-3.991431762298975894e-01,2.387310384458066981e+00,5.768693780579543962e+00
7.000000000000000666e-01,9.459211141988742577e-01,-3.407200700458600240e-01,2.024572691305936978e+00,5.912221472395180477e+00
7.099999999999999645e-01,9.643153201492919990e-01,-2.809739996849693888e-01,1.652891718324836168e+00,6.033180172442618172e+00
7.199999999999999734e-01,9.789537147603692979e-01,-2.201337203576725077e-01,1.273643601120651558e+00,6.130969898453445310e+00
7.299999999999999822e-01,9.897676983329164457e-01,-1.584335878466857084e-01,8.882499149300997487e-01,6.205071195709707332e+00
7.399999999999999911e-01,9.967030965109469065e-01,-9.611273311803902875e-02,4.981734092635757283e-01,6.255049136431815704e+00
7.500000000000000000e-01,9.997205490265270722e-01,-3.341419770675080336e-02,1.049133408365339193e-01,6.280557158430649878e+00
7.600000000000000089e-01,9.987958497419896498e-01,2.941596829948403546e-02,-2.899996003592938965e-01,6.281340699340571376e+00
7.700000000000000178e-01,9.939202339151406163e-01,9.212964340476549607e-02,-6.850087721438692379e-01,6.257240580105890793e+00
7.800000000000000266e-01,9.851006086366328462e-01,1.544776042294114249e-01,-1.078537463301394439e+00,6.208196089266309947e+00
7.900000000000000355e-01,9.723597224686878482e-01,2.162105241734700867e-01,-1.468995167812488845e+00,6.134247718076074385e+00
8.000000000000000444e-01,9.557362704554785982e-01,2.770799974741873783e-01,-1.854784232859053361e+00,6.035539495693981848e+00
8.100000000000000533e-01,9.352849308816570950e-01,3.368395844039943077e-01,-2.234306856624665549e+00,5.912320873688790002e+00
8.200000000000000622e-01,9.110763304297063714e-01,3.952458728517325159e-01,-2.605972404996826253e+00,5.764948109999913584e+00
