# t [yrs], x [au], y [au], vx [au/yrs], vy [au/yrs]
2.569999999999999840e+00,3.180136562179836091e-01,-9.728685004737923636e-01,5.826175842040274944e+00,1.950595008880428471e+00
2.580000000000000071e+00,3.756899796602841679e-01,-9.515715856319501009e-01,5.698647795092907309e+00,2.304476450578480939e+00
2.589999999999999858e+00,4.319838796205992537e-01,-9.267726153384616694e-01,5.549938983691077965e+00,2.650399478987566670e+00
2.600000000000000089e+00,4.866856416451073586e-01,-8.985574001798621868e-01,5.380501333278450815e+00,2.987130216354465517e+00
2.609999999999999876e+00,5.395904112105847084e-01,-8.670239970010804598e-01,5.190854748892058446e+00,3.313454884239586562e+00
2.620000000000000107e+00,5.904988730518740958e-01,-8.322824917755879959e-01,4.981586974512295818e+00,3.628183087904559567e+00
2.629999999999999893e+00,6.392179286392635218e-01,-7.944547490212237051e-01,4.753353353042653495e+00,3.930151225829257022e+00
2.640000000000000124e+00,6.855613707062570006e-01,-7.536741264743529456e-01,4.506876464855011477e+00,4.218226030287209660e+00
2.649999999999999911e+00,7.293505534978517169e-01,-7.100851536881043202e-01,4.242945620998113121e+00,4.491308242287822772e+00
2.660000000000000142e+00,7.704150571616804610e-01,-6.638431732012385345e-01,3.962416185548085945e+00,4.748336421271713625e+00
2.669999999999999929e+00,8.085933444416362192e-01,-6.151139429357423971e-01,3.666208700223504202e+00,4.988290886725348372e+00
2.680000000000000160e+00,8.437334075587168414e-01,-5.640731985264635373e-01,3.355307783340374606e+00,5.210197785372048251e+00
2.689999999999999947e+00,8.756934028801490744e-01,-5.109061743678391387e-01,3.030760774494700716e+00,5.413133273814096924e+00
2.700000000000000178e+00,9.043422706892234597e-01,-4.558070822836524649e-01,2.693676096084689053e+00,5.596227802468873413e+00
2.709999999999999964e+00,9.295603370790920250e-01,-3.989785468881373864e-01,2.345221302975257327e+00,5.758670482393503320e+00
2.720000000000000195e+00,9.512398947089765189e-01,-3.406309969126168902e-01,1.986620792318440909e+00,5.899713512170374763e+00
2.729999999999999982e+00,9.692857588862882068e-01,-2.809820120227008999e-01,1.619153146826963763e+00,6.018676637484043468e+00
2.740000000000000213e+00,9.836157951790484022e-01,-2.202556249477831407e-01,1.244148086703410705e+00,6.114951611424118916e+00
2.750000000000000000e+00,9.941614145261763458e-01,-1.586815790873462861e-01,8.629830079968672241e-01,6.188006618976242379e+00
2.760000000000000231e+00,1.000868031605510522e+00,-9.649454214675519392e-02,4.770790884269453525e-01,6.237390624703646580e+00
2.770000000000000018e+00,1.003695482047996190e+00,-3.393327678718477403e-02,8.789694570497336157e-02,6.262737598375751169e+00
2.780000000000000249e+00,1.002618393958596421e+00,2.876023025257778976e-02,-3.030681618968582014e-01,6.263770569378641184e+00
2.790000000000000036e+00,9.976265091275032804e-01,9.134167859432211489e-02,-6.942915975327723643e-01,6.240305457264452293e+00
2.800000000000000266e+00,9.887249492962784103e-01,1.535654017078190992e-01,-1.084225068989363328e+00,6.192254622888113680e+00
2.810000000000000053e+00,9.759344228894475393e-01,2.151853483681124279e-01,-1.471302804981252432e+00,6.119630082368997748e+00
2.819999999999999840e+00,9.592913677389848237e-01,2.759560944165300178e-01,-1.853948169038619476e+00,6.022546324729704637e+00
2.830000000000000071e+00,9.388480255224247450e-01,3.356338805630156297e-01,-2.230580687638677340e+00,5.901222673627354531e+00
