# t [yrs], x [au], y [au], vx [au/yrs], vy [au/yrs]
0.000000000000000000e+00,0.000000000000000000e+00,9.832899999999999974e-01,-6.389069387012315637e+00,0.000000000000000000e+00
7.000000000000000666e-02,-4.331728952055826642e-01,8.881109623574907630e-01,-5.706529546049702084e+00,-2.734726802575749627e+00
1.400000000000000133e-01,-7.790258667512839352e-01,6.180124587646741441e-01,-3.923503766013851646e+00,-4.877074866891047300e+00
2.100000000000000200e-01,-9.723988296101908624e-01,2.291492234609689982e-01,-1.422601922497864990e+00,-6.037439348041827358e+00
2.800000000000000266e-01,-9.788550332370012930e-01,-2.019574021611714731e-01,1.320384381932896645e+00,-6.030906069295269845e+00
3.500000000000000333e-01,-7.981514305491436145e-01,-5.925028347277028207e-01,3.817187244623354569e+00,-4.862900825536502047e+00
4.200000000000000400e-01,-4.633560711661722231e-01,-8.659501673650880083e-01,5.612065894316192960e+00,-2.708092253906653646e+00
4.900000000000000466e-01,-3.738041599817321092e-02,-9.635589540595571600e-01,6.317040711184136015e+00,9.411453661899660261e-02
5.600000000000000533e-01,3.934803178101966004e-01,-8.560663862778565836e-01,5.670174059058135541e+00,3.033493296809996131e+00
6.300000000000001155e-01,7.314519196352753383e-01,-5.552681413073110583e-01,3.638133657968068757e+00,5.449190385467019837e+00
7.000000000000000666e-01,8.874793341381380651e-01,-1.217625598143068921e-01,5.432905679138482213e-01,6.637577796213067316e+00
7.700000000000000178e-01,8.089530904719510751e-01,3.389688556852976653e-01,-2.877825572101757157e+00,6.087350611314050752e+00
8.400000000000000799e-01,5.057792024304959000e-01,6.997248061362826288e-01,-5.616588770256290886e+00,3.767613222655703975e+00
9.100000000000001421e-01,5.873206834665772869e-02,8.516227333149992695e-01,-6.751917018298349227e+00,2.644085428544089567e-01
9.800000000000000933e-01,-4.000856454213396196e-01,7.442582401452639829e-01,-5.829850964385927092e+00,-3.379064941079556128e+00
1.050000000000000044e+00,-7.276301630332051573e-01,4.066451473877586431e-01,-3.033003846366112644e+00,-6.015849105039151823e+00
